DateTime,Parent_ID,Site_ID,Battery,Temperature,Dissolved_Oxygen,Dissolved_Oxygen_Saturation,cleaned_DO
2022-07-29T00:00:00Z,SSS011,S04,3.46,13.471,9.516,100.421,9.516
2022-07-29T00:15:00Z,SSS011,S04,3.46,13.357,9.539,100.406,9.539
2022-07-29T00:30:00Z,SSS011,S04,3.46,13.278,9.558,100.459,9.558
2022-07-29T00:45:00Z,SSS011,S04,3.46,13.199,9.58,100.498,9.58
2022-07-29T01:00:00Z,SSS011,S04,3.46,13.129,9.591,100.477,9.591
2022-07-29T01:15:00Z,SSS011,S04,3.46,13.024,9.62,100.524,9.62
2022-07-29T01:30:00Z,SSS011,S04,3.46,12.962,9.624,100.441,9.624
2022-07-29T01:45:00Z,SSS011,S04,3.46,12.875,9.643,100.42,9.643
2022-07-29T02:00:00Z,SSS011,S04,3.46,12.795,9.668,100.495,9.668
2022-07-29T02:15:00Z,SSS011,S04,3.46,12.743,9.673,100.43,9.673
2022-07-29T02:30:00Z,SSS011,S04,3.46,12.663,9.695,100.473,9.695
2022-07-29T02:45:00Z,SSS011,S04,3.46,12.566,9.715,100.464,9.715
2022-07-29T03:00:00Z,SSS011,S04,3.46,12.504,9.725,100.418,9.725
2022-07-29T03:15:00Z,SSS011,S04,3.46,12.425,9.751,100.496,9.751
2022-07-29T03:30:00Z,SSS011,S04,3.45,12.363,9.764,100.477,9.764
2022-07-29T03:45:00Z,SSS011,S04,3.45,12.319,9.77,100.446,9.77
2022-07-29T04:00:00Z,SSS011,S04,3.45,12.248,9.798,100.571,9.798
2022-07-29T04:15:00Z,SSS011,S04,3.45,12.195,9.797,100.432,9.797
2022-07-29T04:30:00Z,SSS011,S04,3.45,12.133,9.816,100.477,9.816
2022-07-29T04:45:00Z,SSS011,S04,3.45,12.062,9.837,100.526,9.837
2022-07-29T05:00:00Z,SSS011,S04,3.45,12.008,9.861,100.652,9.861
2022-07-29T05:15:00Z,SSS011,S04,3.45,11.946,9.885,100.74,9.885
2022-07-29T05:30:00Z,SSS011,S04,3.45,11.91,9.902,100.854,9.902
2022-07-29T05:45:00Z,SSS011,S04,3.45,11.866,9.925,100.973,9.925
2022-07-29T06:00:00Z,SSS011,S04,3.45,11.848,9.93,100.969,9.93
2022-07-29T06:15:00Z,SSS011,S04,3.45,11.804,9.951,101.083,9.951
2022-07-29T06:30:00Z,SSS011,S04,3.45,11.795,9.982,101.379,9.982
2022-07-29T06:45:00Z,SSS011,S04,3.45,11.812,9.973,101.327,9.973
2022-07-29T07:00:00Z,SSS011,S04,3.45,11.795,9.999,101.584,9.999
2022-07-29T07:15:00Z,SSS011,S04,3.45,11.848,9.989,101.592,9.989
