DateTime,Parent_ID,Site_ID,Battery,Temperature,Dissolved_Oxygen,Dissolved_Oxygen_Saturation,cleaned_DO
2022-07-27T00:00:00Z,SSS006,S56N,3.51,22.241,7.48,90.263,7.48
2022-07-27T00:15:00Z,SSS006,S56N,3.51,22.074,7.535,90.644,7.535
2022-07-27T00:30:00Z,SSS006,S56N,3.51,21.965,7.563,90.798,7.563
2022-07-27T00:45:00Z,SSS006,S56N,3.51,21.831,7.597,90.94,7.597
2022-07-27T01:00:00Z,SSS006,S56N,3.51,21.689,7.62,90.972,7.62
2022-07-27T01:15:00Z,SSS006,S56N,3.51,21.563,7.648,91.088,7.648
2022-07-27T01:30:00Z,SSS006,S56N,3.51,21.463,7.65,90.926,7.65
2022-07-27T01:45:00Z,SSS006,S56N,3.51,21.363,7.673,91.018,7.673
2022-07-27T02:00:00Z,SSS006,S56N,3.51,21.262,7.674,90.856,7.674
2022-07-27T02:15:00Z,SSS006,S56N,3.51,21.137,7.715,91.086,7.715
2022-07-27T02:30:00Z,SSS006,S56N,3.51,21.028,7.755,91.402,7.755
2022-07-27T02:45:00Z,SSS006,S56N,3.51,20.928,7.775,91.454,7.775
2022-07-27T03:00:00Z,SSS006,S56N,3.51,20.844,7.789,91.451,7.789
2022-07-27T03:15:00Z,SSS006,S56N,3.51,20.752,7.794,91.324,7.794
2022-07-27T03:30:00Z,SSS006,S56N,3.51,20.66,7.836,91.606,7.836
2022-07-27T03:45:00Z,SSS006,S56N,3.51,20.559,7.862,91.769,7.862
2022-07-27T04:00:00Z,SSS006,S56N,3.51,20.484,7.88,91.784,7.88
2022-07-27T04:15:00Z,SSS006,S56N,3.51,20.417,7.897,91.9,7.897
2022-07-27T04:30:00Z,SSS006,S56N,3.51,20.35,7.894,91.763,7.894
2022-07-27T04:45:00Z,SSS006,S56N,3.51,20.241,7.921,91.831,7.921
2022-07-27T05:00:00Z,SSS006,S56N,3.51,20.183,7.949,92.056,7.949
2022-07-27T05:15:00Z,SSS006,S56N,3.51,20.099,7.998,92.439,7.998
2022-07-27T05:30:00Z,SSS006,S56N,3.5,20.015,8.037,92.711,8.037
2022-07-27T05:45:00Z,SSS006,S56N,3.5,19.948,8.077,93.028,8.077
2022-07-27T06:00:00Z,SSS006,S56N,3.5,19.889,8.156,93.844,8.156
2022-07-27T06:15:00Z,SSS006,S56N,3.5,19.839,8.252,94.847,8.252
2022-07-27T06:30:00Z,SSS006,S56N,3.5,19.831,8.343,95.883,8.343
2022-07-27T06:45:00Z,SSS006,S56N,3.5,19.822,8.473,97.385,8.473
2022-07-27T07:00:00Z,SSS006,S56N,3.5,19.831,8.601,98.836,8.601
2022-07-27T07:15:00Z,SSS006,S56N,3.5,19.856,8.729,100.404,8.729
2022-07-27T07:30:00Z,SSS006,S56N,3.5,19.923,8.86,102.048,8.86
2022-07-27T07:45:00Z,SSS006,S56N,3.5,19.998,8.986,103.656,8.986
2022-07-27T08:00:00Z,SSS006,S56N,3.5,20.074,9.069,104.811,9.069
2022-07-27T08:15:00Z,SSS006,S56N,3.5,20.132,9.129,105.589,9.129
2022-07-27T08:30:00Z,SSS006,S56N,3.5,20.174,9.168,106.152,9.168
2022-07-27T08:45:00Z,SSS006,S56N,3.5,20.25,9.285,107.623,9.285
2022-07-27T09:00:00Z,SSS006,S56N,3.5,20.283,9.283,107.714,9.283
2022-07-27T09:15:00Z,SSS006,S56N,3.5,20.342,9.333,108.459,9.333
2022-07-27T09:30:00Z,SSS006,S56N,3.5,20.492,9.483,110.627,9.483
2022-07-27T09:45:00Z,SSS006,S56N,3.5,20.668,9.567,111.986,9.567
2022-07-27T10:00:00Z,SSS006,S56N,3.49,20.936,9.59,112.845,9.59
2022-07-27T10:15:00Z,SSS006,S56N,3.5,21.103,9.586,113.14,9.586
2022-07-27T10:30:00Z,SSS006,S56N,3.5,21.195,9.346,110.484,9.346
2022-07-27T10:45:00Z,SSS006,S56N,3.5,21.396,9.525,113.112,9.525
