DateTime,Parent_ID,Site_ID,Battery,Temperature,Dissolved_Oxygen,Dissolved_Oxygen_Saturation,cleaned_DO
2022-07-26T00:00:00Z,SSS037,S39,3.47,14.442,9.037,96.509,9.037
2022-07-26T00:15:00Z,SSS037,S39,3.47,14.347,9.062,96.491,9.062
2022-07-26T00:30:00Z,SSS037,S39,3.47,14.269,9.078,96.5,9.078
2022-07-26T00:45:00Z,SSS037,S39,3.47,14.2,9.094,96.543,9.094
2022-07-26T01:00:00Z,SSS037,S39,3.47,14.148,9.105,96.554,9.105
2022-07-26T01:15:00Z,SSS037,S39,3.47,14.061,9.125,96.541,9.125
2022-07-26T01:30:00Z,SSS037,S39,3.47,14,9.138,96.566,9.138
2022-07-26T01:45:00Z,SSS037,S39,3.47,13.922,9.163,96.668,9.163
2022-07-26T02:00:00Z,SSS037,S39,3.47,13.853,9.183,96.701,9.183
2022-07-26T02:15:00Z,SSS037,S39,3.47,13.792,9.191,96.674,9.191
2022-07-26T02:30:00Z,SSS037,S39,3.47,13.74,9.204,96.658,9.204
2022-07-26T02:45:00Z,SSS037,S39,3.47,13.661,9.22,96.676,9.22
2022-07-26T03:00:00Z,SSS037,S39,3.47,13.583,9.244,96.732,9.244
2022-07-26T03:15:00Z,SSS037,S39,3.47,13.53,9.248,96.66,9.248
2022-07-26T03:30:00Z,SSS037,S39,3.46,13.452,9.281,96.793,9.281
2022-07-26T03:45:00Z,SSS037,S39,3.46,13.4,9.292,96.789,9.292
2022-07-26T04:00:00Z,SSS037,S39,3.46,13.356,9.29,96.674,9.29
2022-07-26T04:15:00Z,SSS037,S39,3.46,13.268,9.315,96.729,9.315
2022-07-26T04:30:00Z,SSS037,S39,3.46,13.216,9.337,96.774,9.337
2022-07-26T04:45:00Z,SSS037,S39,3.46,13.181,9.341,96.815,9.341
2022-07-26T05:00:00Z,SSS037,S39,3.46,13.137,9.378,97.066,9.378
2022-07-26T05:15:00Z,SSS037,S39,3.46,13.076,9.403,97.175,9.403
2022-07-26T05:30:00Z,SSS037,S39,3.46,13.076,9.412,97.294,9.412
2022-07-26T05:45:00Z,SSS037,S39,3.46,13.032,9.432,97.384,9.432
2022-07-26T06:00:00Z,SSS037,S39,3.46,13.006,9.466,97.682,9.466
2022-07-26T06:15:00Z,SSS037,S39,3.46,13.023,9.479,97.883,9.479
2022-07-26T06:30:00Z,SSS037,S39,3.46,12.997,9.519,98.177,9.519
2022-07-26T06:45:00Z,SSS037,S39,3.46,13.032,9.524,98.325,9.524
2022-07-26T07:00:00Z,SSS037,S39,3.46,13.076,9.526,98.412,9.526
2022-07-26T07:15:00Z,SSS037,S39,3.46,13.146,9.538,98.691,9.538
2022-07-26T07:30:00Z,SSS037,S39,3.46,13.268,9.545,99.08,9.545
