"Parent_ID","Site_ID","daysofdata","ERdailymeanmean_gO2/m2day","GPPdailymeanmean_gO2/m2day","K600dailymeanmean_m/day","mean_depth_m","ERdailymeanmean_gO2/m3day","GPPdailymeanmean_gO2/m3day","K600vsERrsq","K600vsERp"
"SSS025","S34R","32","-18.0813376015061","17.8800136404318","4.09884444066744","0.759982099741903","-23.791794053632","23.5268878655221","0.0129460227039148","0.535224043640711"
"SSS026","S36","32","-15.0473432733175","16.6453120034913","4.24835800757756","0.561049364715684","-26.8199987730899","29.6681772591017","0.31951179037717","0.000748950879391068"
"SSS027","S32","32","-4.13035479941973","4.38691758420244","20.4452745232604","0.29903123566454","-13.8124527032797","14.6704325869281","0.313339139080746","0.00086469763075564"
"SSS028","S42","32","-9999","-9999","-9999","0.141612694435745","-9999","-9999","-9999","-9999"
"SSS029","S41R","32","-3.05062212942431","1.78392659288126","22.0862929533305","0.371855080927749","-8.20379305242584","4.7973704929095","0.133990643336687","0.039358469283941"
"SSS030","S43","32","-4.59046672482549","5.93095162509521","10.1343628182555","0.321688565895508","-14.2699095071865","18.4369363846824","0.171369010663214","0.0185051251840906"
"SSS031","S47R","32","-1.08699325055768","2.74346647247382","33.8470457547074","0.47796672442227","-2.27420277399343","5.73986918396863","0.026323501733078","0.37498163617147"
"SSS032","C21","32","-0.50274053095547","0.203308368643938","14.844912475179","0.283745983391061","-1.7717978769151","0.716515406541409","0.0583123262139837","0.183034405301355"
"SSS033","S48R","27","7.03654995942287","13.0877925617407","827.93876858519","0.277987236438716","25.3124929387689","47.0805520764475","0.284117157118184","0.00420014426842974"
"SSS034","S18R","32","7.68739139298623","1.67407203350161","55.7120139699021","0.539726918346501","14.2431128255326","3.10170194703327","0.00288863139478898","0.770173356925381"
"SSS035","S17R","32","-2.33443871513781","1.41731220371516","29.41701610038","0.426506875","-5.47339058752057","3.32307000611693","0.0979515583423582","0.0811385404669773"
"SSS036","W10","32","-1.21519678639604","0.538149862991588","16.2572003125193","0.144527418078861","-8.40807095670227","3.72351398886783","0.06364277677928","0.163633120918758"
"SSS037","S39","32","-0.731115513272122","0.505305905313967","26.3018377595054","0.161949925870242","-4.51445413971915","3.12013668792186","0.00122972730270106","0.848887932229191"
"SSS038","S38","30","-9999","-9999","-9999","0.104907585113485","-9999","-9999","-9999","-9999"
"SSS039","S37","32","-0.87572110843971","1.01143412963588","32.6355628069647","0.194635112593828","-4.49929664164552","5.19656559475257","0.461562326293705","1.9055099817376e-05"
"SSS040","S54","32","2.17119203070803","2.54528919023345","41.9540089440493","0.485058360081704","4.47614598445909","5.24738753045039","0.0739005400981106","0.132292651895198"
"SSS041","S49R","32","0.167239103298808","2.66793090217841","37.5540434151626","0.464677970338277","0.359903231859821","5.74146198546105","0.176539207127163","0.0166542014803771"
"SSS042","S51","32","0.992584626849215","1.73069646375658","21.8625408126941","0.454305402310815","2.18484002567536","3.80954409732623","0.0775399819247698","0.122772159574767"
"SSS043","S11","32","-1.86492572769432","1.95732490478409","25.0414329670617","0.506526236599586","-3.68179492579486","3.86421228231732","0.313604056037683","0.000859399988685602"
"SSS044","S02","32","0.155370835198301","1.89475991157643","19.8048893020892","0.564448573158257","0.275261277265625","3.35683355699649","0.434625201122907","4.0693500389312e-05"
"SSS045","S01","32","1.08746920741007","1.40828515016101","32.2622597995158","0.33534537481729","3.24283347579362","4.19950670537294","0.0475619010360667","0.230488382715219"
"SSS046","S22RR","29","-3.86697114033386","3.76357673524015","28.5574487189106","0.270656211051101","-14.2873910977929","13.9053773073383","0.616208825890299","4.61055467926273e-07"
"SSS047","S23","29","-3.22405595428467","1.67533716578232","8.48787966741961","1.09920715740471","-2.93307401845603","1.52413232983115","0.058576065262168","0.205900103752351"
"SSS048","S29","32","-0.273706051062374","0.753248194099262","19.6601741490248","0.230267495722572","-1.18864388655243","3.27118767560133","0.134223093995535","0.0391752555469346"
