"","date_index","time_index","index","K600_daily_predlog_mean","K600_daily_predlog_se_mean","K600_daily_predlog_sd","K600_daily_predlog_2.5pct","K600_daily_predlog_25pct","K600_daily_predlog_50pct","K600_daily_predlog_75pct","K600_daily_predlog_97.5pct","K600_daily_predlog_n_eff","K600_daily_predlog_Rhat","K600_daily_sdlog_mean","K600_daily_sdlog_se_mean","K600_daily_sdlog_sd","K600_daily_sdlog_2.5pct","K600_daily_sdlog_25pct","K600_daily_sdlog_50pct","K600_daily_sdlog_75pct","K600_daily_sdlog_97.5pct","K600_daily_sdlog_n_eff","K600_daily_sdlog_Rhat"
"1",NA,NA,1,3.0932203285477,0.0079331320746034,0.0302097822017217,3.03914886648627,3.07125291994096,3.09359512547798,3.10841182900911,3.15596675516958,14.5012626640203,1.3375111779677,0.0173138815905493,0.00228917016012123,0.0111877187864434,0.00264289292343236,0.00907047026941254,0.0150177336223831,0.023090834875507,0.0457356424228688,23.885092670137,1.14546143369161
