"","date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
"1",NA,NA,1,0.00141120732960848,0.000174357112317353,0.00042645052095874,0.000647162981919073,0.00107819802016311,0.00145382923670959,0.00172655943582951,0.00213400036127117,5.98215915510223,2.05891369151384,0.875883173428615,0.00136033686385734,0.015400106915902,0.845553507384508,0.8653876209167,0.875862701133971,0.886135172280954,0.905771158193249,128.160601645172,1.02635627851468,27793.4355454073,411.986885565633,1007.92624092323,26412.0298065363,27033.2732487712,27547.0479305319,28442.0692863246,29955.361753949,5.98536611448807,2.19826485278624
