"","date_index","time_index","index","K600_daily_predlog_mean","K600_daily_predlog_se_mean","K600_daily_predlog_sd","K600_daily_predlog_2.5pct","K600_daily_predlog_25pct","K600_daily_predlog_50pct","K600_daily_predlog_75pct","K600_daily_predlog_97.5pct","K600_daily_predlog_n_eff","K600_daily_predlog_Rhat","K600_daily_sdlog_mean","K600_daily_sdlog_se_mean","K600_daily_sdlog_sd","K600_daily_sdlog_2.5pct","K600_daily_sdlog_25pct","K600_daily_sdlog_50pct","K600_daily_sdlog_75pct","K600_daily_sdlog_97.5pct","K600_daily_sdlog_n_eff","K600_daily_sdlog_Rhat"
"1",NA,NA,1,2.24127872749611,0.00384976649402134,0.043598544369811,2.15257035407064,2.2118275244988,2.24319691787029,2.27475225875107,2.32161888859337,128.255265078862,1.05799213911512,0.025110466175463,0.00136002398998472,0.0128029793013065,0.00668132052765528,0.0153928452406953,0.0228234142150728,0.0328101525431365,0.0552962129396865,88.6194292152215,1.08368301705578
