"","date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
"1",NA,NA,1,0.000516707485235773,7.60323328851108e-05,0.000181589415456971,0.000234404849993114,0.000395900043301703,0.000485455660203034,0.000650928789288221,0.000886919704273778,5.70406451796281,1.70548730725434,0.782354224360993,0.000838793654012591,0.011117359543528,0.760709892540723,0.774701796133217,0.782445249348242,0.789855162873873,0.80371741043836,175.668151093545,1.02462931282952,32799.1645725103,488.558933395336,1086.8680900579,31013.1147770785,31917.8382619753,32790.9646887316,33398.5829384131,34941.8676716513,4.94902626666396,1.90158264012984
