"","date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
"1",NA,NA,1,0.000729541693230766,0.000100210567511177,0.000210009936078469,0.000429099388521674,0.00054759081689426,0.00070350224703054,0.000881492834376062,0.00116857396750508,4.39190201452526,1.95159976732955,1.11430687930449,0.00114082679630611,0.0149747361178197,1.0870628545765,1.10339411785885,1.11379441467087,1.12473690620944,1.14444203565898,172.297481376501,1.0249453287464,30421.3885189075,418.714640920786,859.733447046627,28879.3354502006,29731.6219810774,30409.0815033071,31148.8594676466,31917.4944570738,4.21591020275787,1.90547051190437
