"","date_index","time_index","index","K600_daily_predlog_mean","K600_daily_predlog_se_mean","K600_daily_predlog_sd","K600_daily_predlog_2.5pct","K600_daily_predlog_25pct","K600_daily_predlog_50pct","K600_daily_predlog_75pct","K600_daily_predlog_97.5pct","K600_daily_predlog_n_eff","K600_daily_predlog_Rhat","K600_daily_sdlog_mean","K600_daily_sdlog_se_mean","K600_daily_sdlog_sd","K600_daily_sdlog_2.5pct","K600_daily_sdlog_25pct","K600_daily_sdlog_50pct","K600_daily_sdlog_75pct","K600_daily_sdlog_97.5pct","K600_daily_sdlog_n_eff","K600_daily_sdlog_Rhat"
"1",NA,NA,1,3.29141901950672,0.0295492806198418,0.0670738366546064,3.16429236866257,3.24008689513635,3.29917740900834,3.33991672000604,3.41649835832478,5.15243442219255,1.46509346252635,0.0631293502033758,0.00839557454252907,0.0260226155184366,0.00976472835435229,0.0445605726868175,0.0651203493774586,0.0831939202788045,0.107821802538523,9.60729322959643,1.25315251141689
