DATE_TIME,DO_mg_per_L,Dosat_pct,DEPTH_m,TEMP_degreesC,PAR_umol_per_m2_per_sec,Q_L_per_s
10/17/2019 4:30,9.87,83.2,0.079,8.4,0,0.9
10/17/2019 4:45,9.83,82.8,0.079,8.4,0,0.9
10/17/2019 5:00,9.79,82.5,0.079,8.4,0,0.9
10/17/2019 5:15,9.77,82.3,0.079,8.3,0,0.9
10/17/2019 5:30,9.74,82,0.079,8.3,0,0.9
10/17/2019 5:45,9.7,81.6,0.079,8.3,0,0.9
10/17/2019 6:00,9.7,81.7,0.079,8.3,0,0.9
10/17/2019 6:15,9.7,81.7,0.079,8.3,2.4,0.9
10/17/2019 6:30,9.69,81.5,0.079,8.3,11.9,0.9
10/17/2019 6:45,9.74,81.9,0.079,8.3,18,0.9
10/17/2019 7:00,9.75,82,0.079,8.3,21.9,0.9
10/17/2019 7:15,9.75,82.1,0.079,8.3,32.5,0.9
10/17/2019 7:30,9.77,82.3,0.079,8.3,43.8,0.9
10/17/2019 7:45,9.84,82.8,0.079,8.3,97.7,0.9
10/17/2019 8:00,9.93,83.6,0.079,8.3,113.7,0.9
10/17/2019 8:15,10.01,84.3,0.079,8.3,83.3,0.9
10/17/2019 8:30,10.02,84.4,0.079,8.3,137.5,0.9
10/17/2019 8:45,10.17,85.7,0.079,8.3,133.3,0.9
10/17/2019 9:00,10.24,86.3,0.079,8.3,205,0.9
10/17/2019 9:15,10.37,87.5,0.079,8.3,205.6,0.9
10/17/2019 9:30,10.48,88.4,0.079,8.3,165.5,0.9
10/17/2019 9:45,10.56,89,0.079,8.3,102.6,0.9
10/17/2019 10:00,10.59,89.3,0.079,8.3,180.1,0.9
10/17/2019 10:15,10.71,90.4,0.079,8.3,190.9,0.9
10/17/2019 10:30,10.86,91.7,0.079,8.4,327.9,0.9
10/17/2019 10:45,11.08,93.6,0.079,8.4,376,0.9
10/17/2019 11:00,11.19,94.6,0.079,8.4,324.2,0.9
10/17/2019 11:15,11.29,95.7,0.079,8.4,487,0.9
10/17/2019 11:30,11.48,97.4,0.079,8.4,435,0.9
10/17/2019 11:45,11.49,97.5,0.079,8.5,748.5,0.9
10/17/2019 12:00,11.5,97.8,0.079,8.5,1114.4,0.9
10/17/2019 12:15,11.56,98.5,0.079,8.5,965.6,0.9
10/17/2019 12:30,11.55,98.6,0.079,8.6,850.8,0.9
10/17/2019 12:45,11.52,98.3,0.079,8.6,765.2,0.9
10/17/2019 13:00,11.37,97.1,0.079,8.6,764.9,0.9
10/17/2019 13:15,11.26,96.2,0.079,8.7,1035.6,0.9
10/17/2019 13:30,11.36,97.3,0.079,8.7,716,0.9
10/17/2019 13:45,11.33,97.1,0.079,8.7,771.8,0.9
10/17/2019 14:00,11.25,96.4,0.079,8.8,768.2,0.9
10/17/2019 14:15,11.25,96.5,0.079,8.8,770.1,0.9
10/17/2019 14:30,11.25,96.6,0.079,8.8,551.7,0.9
10/17/2019 14:45,11.27,96.9,0.079,8.8,373.5,0.9
10/17/2019 15:00,11.25,96.8,0.079,8.9,510.3,0.9
10/17/2019 15:15,11.2,96.2,0.079,8.9,330.9,0.9
10/17/2019 15:30,11.12,95.5,0.079,8.9,109.1,0.9
10/17/2019 15:45,10.89,93.5,0.079,8.9,84.2,0.9
10/17/2019 16:00,10.77,92.4,0.079,8.9,77.2,0.9
10/17/2019 16:15,10.69,91.6,0.079,8.9,108.9,0.9
10/17/2019 16:30,10.61,90.8,0.079,8.9,66.6,0.9
10/17/2019 16:45,10.47,89.5,0.079,8.8,28.8,0.9
10/17/2019 17:00,10.36,88.5,0.079,8.8,9.3,0.9
10/17/2019 17:15,10.25,87.5,0.079,8.8,0,0.9
10/17/2019 17:30,10.14,86.4,0.079,8.8,0,0.9
10/17/2019 17:45,10.05,85.6,0.079,8.7,0,0.9
10/17/2019 18:00,9.97,84.8,0.079,8.7,0,0.9
10/17/2019 18:15,9.91,84.3,0.079,8.7,0,0.9
10/17/2019 18:30,9.86,83.7,0.079,8.7,0,0.9
10/17/2019 18:45,9.82,83.2,0.079,8.6,0,0.9
10/17/2019 19:00,9.81,82.8,0.079,8.6,0,0.9
10/17/2019 19:15,9.8,82.4,0.079,8.5,0,0.9
10/17/2019 19:30,9.79,82,0.079,8.4,0,0.9
10/17/2019 19:45,9.79,81.9,0.079,8.4,0,0.9
10/17/2019 20:00,9.79,81.8,0.079,8.3,0,0.9
10/17/2019 20:15,9.79,81.6,0.079,8.2,0,0.9
10/17/2019 20:30,9.78,81.6,0.079,8.2,0,0.9
10/17/2019 20:45,9.79,81.6,0.079,8.2,0,0.9
10/17/2019 21:00,9.81,81.6,0.079,8.1,0,0.9
10/17/2019 21:15,9.81,81.6,0.079,8.1,0,0.9
10/17/2019 21:30,9.82,81.8,0.079,8.1,0,0.9
10/17/2019 21:45,9.84,82,0.079,8.1,0,0.9
10/17/2019 22:00,9.87,82.2,0.079,8.1,0,0.9
10/17/2019 22:15,9.87,82.2,0.079,8,0,0.9
10/17/2019 22:30,9.87,82.2,0.079,8,0,0.9
10/17/2019 22:45,9.9,82.5,0.079,8,0,0.9
10/17/2019 23:00,9.9,82.5,0.079,8,0,0.9
10/17/2019 23:15,9.9,82.5,0.079,8,0,0.9
10/17/2019 23:30,9.89,82.5,0.079,8,0,0.9
10/17/2019 23:45,9.94,82.9,0.079,8,0,0.9
10/18/2019 0:00,9.95,82.9,0.079,8,0,0.9
10/18/2019 0:15,9.87,82.3,0.079,8,0,0.9
10/18/2019 0:30,9.82,81.8,0.079,8,0,0.9
10/18/2019 0:45,9.78,81.5,0.079,8,0,0.9
10/18/2019 1:00,9.78,81.4,0.079,8,0,0.9
10/18/2019 1:15,9.73,81,0.079,8,0,0.9
10/18/2019 1:30,9.75,81.2,0.079,8,0,0.9
10/18/2019 1:45,9.76,81.2,0.079,8,0,0.9
10/18/2019 2:00,9.74,81,0.079,8,0,0.9
10/18/2019 2:15,9.72,80.8,0.079,8,0,0.9
10/18/2019 2:30,9.71,80.7,0.079,7.9,0,0.9
10/18/2019 2:45,9.71,80.6,0.079,7.9,0,0.9
10/18/2019 3:00,9.73,80.8,0.079,7.9,0,0.9
10/18/2019 3:15,9.73,80.7,0.079,7.9,0,0.9
10/18/2019 3:30,9.75,80.8,0.079,7.9,0,0.9
10/18/2019 3:45,9.75,80.7,0.079,7.9,0,0.9
10/18/2019 4:00,9.75,80.6,0.079,7.8,0,0.9
10/18/2019 4:15,9.75,80.5,0.079,7.8,0,0.9
10/18/2019 4:30,9.75,80.2,0.079,7.7,0,0.9
10/18/2019 4:45,9.75,80.1,0.079,7.7,0,0.9
10/18/2019 5:00,9.75,80.1,0.079,7.7,0,0.9
10/18/2019 5:15,9.77,80.2,0.079,7.6,0,0.9
10/18/2019 5:30,9.79,80.4,0.079,7.6,0,0.9
10/18/2019 5:45,9.8,80.4,0.079,7.6,0,0.9
10/18/2019 6:00,9.92,81.3,0.079,7.6,0,0.9
10/18/2019 6:15,9.84,80.7,0.079,7.5,4.2,0.9
10/18/2019 6:30,9.9,81.1,0.079,7.5,17.7,0.9
10/18/2019 6:45,9.93,81.2,0.079,7.5,35,0.9
10/18/2019 7:00,10.02,81.9,0.079,7.4,50.3,0.9
10/18/2019 7:15,10.08,82.4,0.079,7.4,167.7,0.9
10/18/2019 7:30,10.18,83.2,0.079,7.4,283.3,0.9
10/18/2019 7:45,10.33,84.4,0.079,7.4,414.7,0.9
10/18/2019 8:00,10.44,85.4,0.079,7.4,491.5,0.9
10/18/2019 8:15,10.59,86.6,0.079,7.4,498.7,0.9
10/18/2019 8:30,10.63,86.8,0.079,7.4,511.9,0.9
10/18/2019 8:45,10.69,87.4,0.079,7.4,444.4,0.9
10/18/2019 9:00,10.81,88.4,0.079,7.4,756.1,0.9
10/18/2019 9:15,10.98,89.9,0.079,7.4,628.6,0.9
10/18/2019 9:30,11.11,90.9,0.079,7.4,811.6,0.9
10/18/2019 9:45,11.12,91.1,0.079,7.4,667.1,0.9
10/18/2019 10:00,11.27,92.4,0.079,7.4,483.3,0.9
10/18/2019 10:15,11.34,92.8,0.079,7.4,235.1,0.9
10/18/2019 10:30,11.3,92.5,0.079,7.4,680.6,0.9
10/18/2019 10:45,11.39,93.3,0.079,7.4,768.1,0.9
10/18/2019 11:00,11.51,94.5,0.079,7.4,520.3,0.9
10/18/2019 11:15,11.54,94.9,0.079,7.4,415.1,0.9
10/18/2019 11:30,11.65,96,0.079,7.5,849.6,0.9
10/18/2019 11:45,11.84,97.7,0.079,7.5,809.9,0.9
10/18/2019 12:00,11.87,98.1,0.079,7.6,1096.7,0.9
10/18/2019 12:15,11.93,98.8,0.079,7.6,797,0.9
10/18/2019 12:30,12,99.5,0.079,7.6,961.1,0.9
10/18/2019 12:45,12.1,100.6,0.079,7.7,741.5,0.9
10/18/2019 13:00,12.22,101.8,0.079,7.7,745.3,0.9
10/18/2019 13:15,12.36,103.2,0.079,7.8,957.6,0.9
10/18/2019 13:30,12.41,103.8,0.079,7.8,905.2,0.9
10/18/2019 13:45,12.55,105,0.079,7.9,484.1,0.9
10/18/2019 14:00,12.47,104.4,0.079,7.9,683.6,0.9
10/18/2019 14:15,12.43,104.1,0.079,8,561.1,0.9
10/18/2019 14:30,12.42,104,0.079,8,432.4,0.9
10/18/2019 14:45,12.38,103.8,0.079,8,384.8,0.9
10/18/2019 15:00,12.34,103.4,0.079,8,323.2,0.9
10/18/2019 15:15,12.32,103.3,0.079,8,354.1,0.9
10/18/2019 15:30,12.29,103,0.079,8.1,278.3,0.9
10/18/2019 15:45,12.26,102.7,0.079,8.1,185.8,0.9
10/18/2019 16:00,12.07,100.9,0.079,8,149.2,0.9
10/18/2019 16:15,11.92,99.6,0.079,8,98.4,0.9
10/18/2019 16:30,11.83,98.7,0.079,8,42.5,0.9
10/18/2019 16:45,11.64,96.9,0.079,8,21.4,0.9
10/18/2019 17:00,11.44,95.1,0.079,8,5.4,0.9
10/18/2019 17:15,11.32,94,0.079,7.9,0,0.9
10/18/2019 17:30,11.15,92.5,0.079,7.9,0,0.9
10/18/2019 17:45,11.01,91.2,0.079,7.9,0,0.9
10/18/2019 18:00,10.85,89.8,0.079,7.8,0,0.9
10/18/2019 18:15,10.71,88.6,0.079,7.8,0,0.9
10/18/2019 18:30,10.64,87.9,0.079,7.8,0,0.9
10/18/2019 18:45,10.53,87,0.079,7.8,0,0.9
10/18/2019 19:00,10.45,86.3,0.079,7.7,0,0.9
10/18/2019 19:15,10.35,85.4,0.079,7.7,0,0.9
10/18/2019 19:30,10.3,85,0.079,7.7,0,0.9
10/18/2019 19:45,10.27,84.7,0.079,7.7,0,0.9
10/18/2019 20:00,10.24,84.4,0.079,7.7,0,0.9
10/18/2019 20:15,10.22,84.2,0.079,7.7,0,0.9
10/18/2019 20:30,10.18,83.9,0.079,7.6,0,0.9
10/18/2019 20:45,10.15,83.6,0.079,7.6,0,0.9
10/18/2019 21:00,10.11,83.3,0.079,7.6,0,0.9
10/18/2019 21:15,10.06,82.9,0.079,7.6,0,0.9
10/18/2019 21:30,10.04,82.7,0.079,7.6,0,0.9
10/18/2019 21:45,10.03,82.6,0.079,7.6,0,0.9
10/18/2019 22:00,10.01,82.4,0.079,7.6,0,0.9
10/18/2019 22:15,10,82.3,0.079,7.6,0,0.9
10/18/2019 22:30,9.98,82.1,0.079,7.6,0,0.9
10/18/2019 22:45,9.95,81.9,0.079,7.6,0,0.9
10/18/2019 23:00,9.91,81.5,0.079,7.6,0,0.9
10/18/2019 23:15,9.88,81.3,0.079,7.6,0,0.9
10/18/2019 23:30,9.83,80.9,0.079,7.6,0,0.9
10/18/2019 23:45,9.8,80.6,0.079,7.6,0,0.9
10/19/2019 0:00,9.81,80.6,0.079,7.5,0,0.9
10/19/2019 0:15,9.79,80.5,0.079,7.5,0,0.9
10/19/2019 0:30,9.8,80.5,0.079,7.5,0,0.9
10/19/2019 0:45,9.79,80.4,0.079,7.5,0,0.9
10/19/2019 1:00,9.76,80.2,0.079,7.5,0,0.9
10/19/2019 1:15,9.75,80.1,0.079,7.5,0,0.9
10/19/2019 1:30,9.76,80.1,0.079,7.5,0,0.9
10/19/2019 1:45,9.71,79.7,0.079,7.5,0,0.9
10/19/2019 2:00,9.72,79.7,0.079,7.5,0,0.9
10/19/2019 2:15,9.7,79.4,0.079,7.5,0,0.9
10/19/2019 2:30,9.65,79.1,0.079,7.4,0,0.9
10/19/2019 2:45,9.63,78.8,0.079,7.4,0,0.9
10/19/2019 3:00,9.58,78.4,0.079,7.4,0,0.9
10/19/2019 3:15,9.6,78.6,0.079,7.4,0,0.9
10/19/2019 3:30,9.55,78.1,0.079,7.4,0,0.9
10/19/2019 3:45,9.51,77.7,0.079,7.4,0,0.9
10/19/2019 4:00,9.49,77.5,0.079,7.4,0,0.9
10/19/2019 4:15,9.47,77.3,0.079,7.3,0,0.9
10/19/2019 4:30,9.48,77.4,0.079,7.3,0,0.9
10/19/2019 4:45,9.48,77.3,0.079,7.3,0,0.9
10/19/2019 5:00,9.49,77.4,0.079,7.3,0,0.9
10/19/2019 5:15,9.49,77.4,0.079,7.3,0,0.9
10/19/2019 5:30,9.47,77.2,0.079,7.3,0,0.9
10/19/2019 5:45,9.47,77.1,0.079,7.3,0,0.9
10/19/2019 6:00,9.47,77.1,0.079,7.3,0,0.9
10/19/2019 6:15,9.47,77.1,0.079,7.2,0,0.9
10/19/2019 6:30,9.47,77.1,0.079,7.2,6.2,0.9
10/19/2019 6:45,9.48,77.1,0.079,7.2,14.4,0.9
10/19/2019 7:00,9.5,77.3,0.079,7.2,26.1,0.9
10/19/2019 7:15,9.51,77.4,0.079,7.2,31.5,0.9
10/19/2019 7:30,9.52,77.5,0.079,7.2,35,0.9
10/19/2019 7:45,9.53,77.5,0.079,7.2,35.2,0.9
10/19/2019 8:00,9.45,76.9,0.079,7.2,34.2,0.9
10/19/2019 8:15,9.45,76.8,0.079,7.2,57.4,1
10/19/2019 8:30,9.54,77.5,0.079,7.2,86.2,1
10/19/2019 8:45,9.6,78,0.079,7.1,107.9,1
10/19/2019 9:00,9.69,78.7,0.079,7.1,112.7,1
10/19/2019 9:15,9.78,79.4,0.079,7.1,127.2,1
10/19/2019 9:30,9.89,80.3,0.079,7.1,182.7,1
10/19/2019 9:45,9.95,80.9,0.079,7.1,163.9,1
10/19/2019 10:00,10,81.3,0.079,7.1,169,1.1
10/19/2019 10:15,10.03,81.6,0.079,7.1,129.2,1.1
10/19/2019 10:30,10.02,81.4,0.079,7.1,81.5,1.1
10/19/2019 10:45,9.97,80.8,0.079,7.1,67.1,1.1
10/19/2019 11:00,9.92,80.3,0.079,7.1,98.5,1.1
10/19/2019 11:15,9.86,79.8,0.08,7,117,1.3
10/19/2019 11:30,9.78,79,0.08,7,139.4,1.3
10/19/2019 11:45,9.73,78.5,0.08,7,160.3,1.3
10/19/2019 12:00,9.7,78.1,0.08,6.9,149.5,1.6
10/19/2019 12:15,9.75,78.3,0.08,6.9,144,1.6
10/19/2019 12:30,9.77,78.3,0.08,6.8,142.2,1.6
10/19/2019 12:45,9.8,78.3,0.081,6.7,113.2,1.9
10/19/2019 13:00,9.79,78.1,0.081,6.7,82,1.9
10/19/2019 13:15,9.78,78,0.081,6.6,86,1.9
10/19/2019 13:30,9.81,78.2,0.081,6.5,85.7,1.9
10/19/2019 13:45,9.82,78.4,0.081,6.5,99.8,2.3
10/19/2019 14:00,9.84,78.5,0.081,6.5,104,2.3
10/19/2019 14:15,9.89,78.9,0.081,6.5,88.7,2.3
10/19/2019 14:30,9.89,78.8,0.081,6.5,100.3,2.3
10/19/2019 14:45,9.89,78.7,0.081,6.5,86.4,2.3
10/19/2019 15:00,9.89,78.6,0.082,6.4,88.2,2.7
10/19/2019 15:15,9.89,78.5,0.082,6.4,62.8,2.7
10/19/2019 15:30,9.88,78.3,0.082,6.3,62.6,2.7
10/19/2019 15:45,9.87,78.3,0.082,6.3,87.6,2.7
10/19/2019 16:00,9.83,78.1,0.082,6.3,49.1,2.7
10/19/2019 16:15,9.8,78,0.082,6.3,28.7,2.7
10/19/2019 16:30,9.76,77.7,0.082,6.3,16.9,2.7
10/19/2019 16:45,9.71,77.4,0.082,6.4,4.4,2.7
10/19/2019 17:00,9.66,77.1,0.082,6.4,0,2.7
10/19/2019 17:15,9.66,77.1,0.082,6.4,0,2.7
10/19/2019 17:30,9.66,77.2,0.082,6.4,0,2.7
10/19/2019 17:45,9.66,77.1,0.082,6.4,0,2.7
10/19/2019 18:00,9.66,77,0.082,6.4,0,2.7
10/19/2019 18:15,9.61,76.7,0.081,6.4,0,2.3
10/19/2019 18:30,9.56,76.3,0.081,6.4,0,2.3
10/19/2019 18:45,9.51,76,0.081,6.4,0,2.3
10/19/2019 19:00,9.46,75.6,0.081,6.4,0,2.3
10/19/2019 19:15,9.45,75.6,0.081,6.5,0,2.3
10/19/2019 19:30,9.46,75.6,0.081,6.5,0,2.3
10/19/2019 19:45,9.44,75.5,0.081,6.5,0,2.3
10/19/2019 20:00,9.38,75.1,0.081,6.5,0,2.3
10/19/2019 20:15,9.37,75,0.081,6.5,0,2.3
10/19/2019 20:30,9.34,74.8,0.081,6.5,0,2.3
10/19/2019 20:45,9.36,74.9,0.081,6.5,0,2.3
10/19/2019 21:00,9.35,74.9,0.081,6.5,0,2.3
10/19/2019 21:15,9.37,75.2,0.082,6.5,0,2.7
10/19/2019 21:30,9.38,75.3,0.082,6.6,0,2.7
10/19/2019 21:45,9.35,75.1,0.081,6.6,0,2.3
10/19/2019 22:00,9.36,75.1,0.081,6.6,0,2.3
10/19/2019 22:15,9.33,74.9,0.081,6.6,0,2.3
10/19/2019 22:30,9.34,75,0.081,6.6,0,2.3
10/19/2019 22:45,9.34,74.9,0.081,6.6,0,2.3
10/19/2019 23:00,9.36,75.1,0.081,6.6,0,2.3
10/19/2019 23:15,9.36,75.1,0.081,6.6,0,2.3
10/19/2019 23:30,9.36,75.1,0.081,6.6,0,1.9
10/19/2019 23:45,9.39,75.2,0.081,6.6,0,1.9
10/20/2019 0:00,9.4,75.3,0.081,6.6,0,1.9
10/20/2019 0:15,9.43,75.5,0.081,6.5,0,1.9
10/20/2019 0:30,9.46,75.6,0.081,6.5,0,1.9
10/20/2019 0:45,9.48,75.8,0.081,6.5,0,1.9
10/20/2019 1:00,9.55,76.2,0.081,6.5,0,1.9
10/20/2019 1:15,9.59,76.5,0.081,6.4,0,1.9
10/20/2019 1:30,9.62,76.8,0.08,6.4,0,1.6
10/20/2019 1:45,9.68,77.2,0.08,6.4,0,1.6
10/20/2019 2:00,9.72,77.4,0.08,6.4,0,1.6
10/20/2019 2:15,9.76,77.6,0.08,6.4,0,1.6
10/20/2019 2:30,9.79,77.8,0.08,6.3,0,1.6
10/20/2019 2:45,9.86,78.3,0.08,6.3,0,1.6
10/20/2019 3:00,9.87,78.3,0.08,6.3,0,1.6
10/20/2019 3:15,9.91,78.5,0.08,6.3,0,1.6
10/20/2019 3:30,9.95,78.8,0.08,6.2,0,1.6
10/20/2019 3:45,10,79.2,0.08,6.2,0,1.6
10/20/2019 4:00,10.04,79.5,0.08,6.2,0,1.6
10/20/2019 4:15,10.07,79.7,0.08,6.2,0,1.6
10/20/2019 4:30,10.12,80.1,0.08,6.2,0,1.6
10/20/2019 4:45,10.13,80.1,0.08,6.1,0,1.3
10/20/2019 5:00,10.17,80.3,0.08,6.1,0,1.3
10/20/2019 5:15,10.2,80.5,0.08,6.1,0,1.3
10/20/2019 5:30,10.23,80.7,0.08,6.1,0,1.3
10/20/2019 5:45,10.29,81,0.08,6,0,1.3
10/20/2019 6:00,10.3,80.9,0.08,6,0,1.3
10/20/2019 6:15,10.35,81.2,0.08,5.9,7.8,1.3
10/20/2019 6:30,10.36,81.1,0.08,5.9,38.7,1.3
10/20/2019 6:45,10.38,81.2,0.08,5.8,170.3,1.3
10/20/2019 7:00,10.45,81.7,0.08,5.8,342.7,1.3
10/20/2019 7:15,10.51,82.1,0.079,5.8,867.6,1.1
10/20/2019 7:30,10.56,82.6,0.079,5.8,270.9,1.1
10/20/2019 7:45,10.64,83.3,0.079,5.8,388.9,1.1
10/20/2019 8:00,10.75,84.3,0.079,5.8,345.2,1.1
10/20/2019 8:15,10.81,84.8,0.079,5.8,339.3,1.1
10/20/2019 8:30,10.87,85.4,0.079,5.8,458.2,1.1
10/20/2019 8:45,10.95,86.1,0.079,5.8,472.8,1.1
10/20/2019 9:00,11.02,86.8,0.079,5.9,589.1,1.1
10/20/2019 9:15,11.06,87.2,0.079,5.9,732.2,1.1
10/20/2019 9:30,11.1,87.7,0.079,5.9,753.3,1.1
10/20/2019 9:45,11.19,88.5,0.079,6,754.9,1.1
10/20/2019 10:00,11.24,89.1,0.079,6,481.5,1.1
10/20/2019 10:15,11.32,89.9,0.079,6.1,963.6,1.1
10/20/2019 10:30,11.39,90.7,0.079,6.1,592.7,1.1
10/20/2019 10:45,11.53,92.1,0.079,6.2,599.5,1.1
10/20/2019 11:00,11.62,92.9,0.079,6.2,461.6,1.1
10/20/2019 11:15,11.67,93.6,0.079,6.3,545.8,1.1
