"SiteID","daysofdata","ERdailymeanmean_gO2/m2day","GPPdailymeanmean_gO2/m2day","K600dailymeanmean_m/day","mean_depth_m","ERdailymeanmean_gO2/m3day","GPPdailymeanmean_gO2/m3day","K600vsERrsq","K600vsERp","ERwaterdaily_gO2/m2day","ERwaterdaily_gO2/m3day","ERseddaily_gO2/m2day","ERseddaily_gO2/m3day"
"C21",31,-2.59119838845698,0.254330864889063,18.7399230084332,0.284035608777398,-9.12279414405299,0.895418944067624,0.0330260457292051,0.327860465771055,0.000596960738311362,0.002064,-2.59179534919529,-9.12485814405299
"S01",31,-3.5146596943214,1.53781331548998,35.7513213267528,0.33552291262013,-10.4751704343381,4.58333323194249,0.183792567057215,0.0161122838675784,-0.00808415003956638,-0.023712,-3.50657554428183,-10.4514584343381
"S02",31,-3.9413024875879,1.64098067875086,18.9482506318179,0.564645019630761,-6.98014212569385,2.9062165107273,0.0416797969149743,0.270620012592656,-0.00336057957236625,-0.005856,-3.93794190801553,-6.97428612569385
"S03",31,-1.99071458440738,0.265329730271562,29.7960297399738,0.159675544933723,-12.4672477882175,1.6616804431868,0.00349162584222633,0.75218836856826,-0.00111577813680227,-0.006768,-1.98959880627058,-12.4604797882175
"S04",31,-5.37734209509521,1.36605149392876,74.0407111560209,0.204460802231621,-26.3001124734097,6.68123903955561,0.980467184648319,2.43833245268883e-26,-0.00218414262201929,-0.010968,-5.37515795247319,-26.2891444734097
"S08",31,-10.3348543463193,1.17849206715951,19.047863428971,0.321020753420881,-32.1937265307255,3.67107750698728,0.159102500776023,0.0262322283402422,0.00179699054266353,0.00552,-10.336651336862,-32.1992465307255
"S10",31,-0.885661275679358,-0.0975681085093212,12.9642141079305,0.281714540984823,-3.1438252089624,-0.346336785343918,0.118436421245059,0.0579929940421734,-9.62277343217011e-05,-0.000336,-0.885565047945036,-3.1434892089624
"S11",31,-7.91542274941324,2.00269369679283,27.2899967173072,0.506344158463521,-15.6324954422941,3.95520253036969,0.909014410200989,1.2343079315106e-16,-0.00226988286913421,-0.004512,-7.91315286654411,-15.6279834422941
"S15",30,-1.21445904938009,0.0979262086169041,32.6950869134049,0.101302843371785,-11.9884004136289,0.966667917281568,0.44085235594388,6.32236624260391e-05,-5.86684299049653e-05,-0.000527999999999999,-1.21440038095019,-11.9878724136289
"S17R",31,-6.60711059617885,1.3287305778383,29.4175763624805,0.426862994678606,-15.4782932194754,3.11277996547517,0.000621282420720113,0.894116726470089,-0.00265237103766854,-0.006192,-6.60445822514118,-15.4721012194754
"S18R",31,-6.79230614330985,2.65059878193899,81.9310630691581,0.54002097346733,-12.5778561889889,4.90832562468862,0.477234102891052,1.69370908598101e-05,-0.00116187282137448,-0.0021216,-6.79114427048848,-12.5757345889889
"S22RR",29,-6.89688028855078,3.54315807097804,28.2803570712422,0.271613685956006,-25.3922414265527,13.0448436665004,0.552700749603522,3.82514707232704e-06,0.00351182964936107,0.01272,-6.90039211820014,-25.4049614265527
"S23",29,-6.60054478814224,1.5654138834421,8.35822695781893,1.09955122931885,-6.00294430322371,1.42368435567284,0.104740740489383,0.0867838224786472,-0.00552566109225119,-0.005136,-6.59501912704999,-5.99780830322371
"S24",31,-5.73519399838043,2.29526209293343,26.6006469891475,0.431443219405679,-13.2930446937624,5.31996329921511,0.393485574306592,0.000158930799320335,-0.00316189510981058,-0.006672,-5.73203210327062,-13.2863726937624
"S29",31,-1.65372491612009,0.737175386617259,20.1056763209945,0.22220109273134,-7.44246977272781,3.31760468661856,0.122137000331223,0.0539636828783097,-0.00378744218838561,-0.020976,-1.6499374739317,-7.42149377272781
"S30R",31,-5.64834309923696,5.1059843124545,21.4117394403149,0.260948703909438,-21.6454154192588,19.567003920535,0.502368459570992,8.10367591592763e-06,-0.00731377837825378,-0.02832,-5.64102932085871,-21.6170954192588
"S31",31,-3.40435362904536,1.30129454837084,27.1566784237815,0.294187181988399,-11.5720664851387,4.42335570018871,0.0458099554745775,0.24761128014189,7.81000832168043e-05,0.0002544,-3.40443172912858,-11.5723208851387
"S32",31,-6.48049368071164,4.2347187058318,20.4289820126153,0.298960918931113,-21.676725184956,14.164790237374,0.691231429009331,6.93114567074475e-09,-0.0341757971915624,-0.12048,-6.44631788352008,-21.556245184956
"S34R",30,-18.4971247351706,17.3356386471989,4.08123681108597,0.759820638477305,-24.3440672686111,22.8154353400295,0.0128034254549734,0.551614337011582,-0.010719373348836,-0.014256,-18.4864053618218,-24.3298112686111
"S36",31,-15.3971078612162,16.1360196183927,4.24047548978797,0.56230272133827,-27.382239631655,28.6963214049353,0.275574112350272,0.00242883322386417,-0.102547537704369,-0.1728,-15.2945603235118,-27.209439631655
"S37",31,-3.64465243405941,0.936298823864343,32.3966648097109,0.194461934968459,-18.7422409154294,4.81481799518352,0.949486947223735,2.38157055340792e-20,-0.00175763686865263,-0.009216,-3.64289479719076,-18.7330249154294
"S38",31,-1.77793622455848,-0.137464948309434,3.89178009996052,0.10380647249213,-17.1274120184873,-1.32424255452718,0.14289998359648,0.0360152079234142,0.00518364019195118,0.05904,-1.78311986475043,-17.1864520184873
"S39",31,-1.66940302469395,0.308274839029125,21.1512752371445,0.162858804900863,-10.2506157140854,1.89289636023537,4.6599693093791e-05,0.970926564952064,0.000194664973935356,0.0011856,-1.66959768966789,-10.2518013140854
"S41R",31,-6.13199561735792,1.65005671369908,22.0620973266962,0.37143041264142,-16.509137132176,4.44243836137363,0.0653604386337778,0.165095300309597,-0.00158689462771009,-0.004416,-6.13040872273021,-16.504721132176
"S42",31,0.243900474652721,-0.292744588154941,0.22251908673884,0.141503495942591,1.72363568142284,-2.06881523459823,0.108527584133366,0.0703362710936221,-0.0145602827692214,-0.1056288,0.258460757421942,1.82926448142284
"S43",31,-5.70439009546769,5.65242559384969,10.1343743973007,0.321423728174975,-17.7472588220443,17.5855890476531,0.309635391329553,0.00115087683071251,-0.0315742069998223,-0.10032,-5.67281588846787,-17.6469388220443
"S45",31,-9.8917663791206,0.79140874236204,70.1301001682396,0.360724026877557,-27.4219781386456,2.19394518633125,0.764584085968407,1.29624286681272e-10,0.00255289084218488,0.006672,-9.89431926996279,-27.4286501386456
"S47R",31,-7.17160166590522,2.36841383410216,30.8782208332133,0.479044213034055,-14.9706466976888,4.94404017345637,0.726535667748082,1.16492368895371e-09,0.0028824810672351,0.00576,-7.17448414697246,-14.9764066976888
"S48R",27,-6.12761877444949,13.8463401422901,876.762200507605,0.278027745777213,-22.0395944919814,49.8020084419392,0.0499381521080541,0.26251199123834,0.000602126739323739,0.0020736,-6.12822090118881,-22.0416680919814
"S49R",31,-6.09061247682457,2.30308819150215,35.252690755985,0.46428856803662,-13.1181616264654,4.96046715352359,0.685070638499106,9.26806495683413e-09,-0.00587535634368573,-0.013392,-6.08473712048088,-13.1047696264654
"S50P",31,-2.1616151902635,4.44897900419116,30.2880673382603,0.517916561592091,-4.17367458499228,8.59014623999445,0.170899054715593,0.0207989081148653,-0.000830834405104981,-0.001632,-2.16078435585839,-4.17204258499228
"S51",31,0.389332581700665,1.41198860790478,19.0610783484913,0.453445037233349,0.858610304958104,3.11391346682255,0.00640816701236016,0.668594701987578,-0.00277313225629767,-0.00672,0.392105713956963,0.865330304958104
"S52",31,-3.76196012712238,0.568688884396929,21.6549621971558,0.231371224604696,-16.2594122650723,2.45790670541918,0.00487921568218788,0.708857859852587,4.57814991548459e-05,0.000192,-3.76200590862153,-16.2596042650723
"S53",31,-6.12687034710588,1.464996328632,100.895074960614,0.217388405729547,-28.1839793918372,6.73907296810763,0.992831220995338,1.18144731787306e-32,0.000308051920794308,0.0013488,-6.12717839902667,-28.1853281918372
"S54",31,0.965524785097993,3.08400388639325,49.1924003332697,0.484216506123284,1.99399395288719,6.36905980567306,0.155820952452256,0.0279755974629253,-0.000106100301587056,-0.00024,0.96563088539958,1.99423395288719
"S55",20,-1.91631720941916,1.33601004713379,27.0458107698195,0.132308556215313,-14.4836982900836,10.0976844230665,0.119444266811094,0.135562894969625,1.17429710614018e-05,9.12e-05,-1.91632895239022,-14.4837894900836
"S56",32,-3.70616287986843,4.24313605978439,23.2671181464274,0.236025901126365,-15.7023566573916,17.9774170526847,0.448949053052149,2.73000207047126e-05,-0.010963566516452,-0.04944,-3.69519931335198,-15.6529166573916
"S57",31,-5.74553859571544,13.0183548102279,9.41755738849485,1.68400193276583,-3.41183610536532,7.7306056227895,0.472456315717527,1.94115032186238e-05,-0.0198524263032121,-0.012048,-5.72568616941223,-3.39978810536532
"S58",31,-9.39870127554389,12.6210155143445,27.2264008170986,0.716788015553328,-13.1122466776855,17.6077379092362,0.697604087767998,5.1010224165356e-09,-0.00667594577173975,-0.009576,-9.39202532977215,-13.1026706776855
"S63P",31,-0.673895736170563,0.231231058531029,8.96467057828256,0.244475185726944,-2.75649953661654,0.945826292527261,0.193980514952049,0.0131499067653068,0.00132541630881575,0.0054192,-0.675221152479379,-2.76191873661654
"T02",31,-20.8288930694614,21.9208052914585,2.86393321092426,2.11790212897632,-9.83468158631529,10.350244702787,0.0504276055139843,0.224554027184465,-0.246143130427267,-0.11736,-20.5827499390341,-9.71732158631529
"T03",31,-15.3140944184235,11.7793276909946,8.06417370388396,1.70951251884373,-8.95816453498774,6.89046003533323,0.614989550103977,1.79276574110854e-07,NA,NA,NA,NA
"T05P",31,-8.79484392197413,3.18685101539016,30.2665586031532,0.436369727898669,-20.1545693014168,7.30309829404616,0.887831298715375,2.59548582131573e-15,-0.00727514298800633,-0.016464,-8.78756877898612,-20.1381053014168
"T07",32,-6.18167560992049,7.7897875419504,4.29960626602651,0.519607399561037,-11.8968198203928,14.9916793881904,0.00307968204364745,0.762904306892607,0.00451359912991228,0.009576,-6.1861892090504,-11.9063958203928
"T41",31,-3.98854077180104,5.1358072664591,24.4074838718816,0.593424210053753,-6.72123028388032,8.65452938968212,0.0132577461907897,0.537368527651076,-0.0110203755033809,-0.01944,-3.97752039629766,-6.70179028388032
"U20",31,-5.03908964625555,0.313233344891902,10.5295065411649,0.144985239739274,-34.7558803593891,2.16044988755537,0.169520206687847,0.0213723324255292,0.0108097410108378,0.07392,-5.04989938726639,-34.8298003593891
"W10",31,-1.89055656862134,0.459702210400117,15.0182993863376,0.145321966165834,-13.0094342823846,3.16333602227434,0.114116426843707,0.0630805742170415,-0.000663471853451696,-0.00456,-1.88989309676789,-13.0048742823846
"W20",31,-4.83280071009317,3.98746719093203,24.873033545363,0.147502727061965,-32.7641448151867,27.0331760663444,0.678117631521511,1.27798700579048e-08,-0.00165562741319358,-0.010464,-4.83114508267998,-32.7536808151867
