Date,solar_time,err_obs_iid_mean,err_obs_iid_se_mean,err_obs_iid_sd,err_obs_iid_2point5pct,err_obs_iid_25pct,err_obs_iid_50pct,err_obs_iid_75pct,err_obs_iid_97point5pct,err_obs_iid_n_eff,err_obs_iid_Rhat,err_proc_iid_mean,err_proc_iid_se_mean,err_proc_iid_sd,err_proc_iid_2point5pct,err_proc_iid_25pct,err_proc_iid_50pct,err_proc_iid_75pct,err_proc_iid_97point5pct,err_proc_iid_n_eff,err_proc_iid_Rhat
 2022-07-28, 2022-07-28 04:11:58,2.09996575109304e-5,3.43941521745272e-5,0.00132280051487569,-0.00245041334264764,-8.4471735599622e-4,-1.57217280971622e-6,8.8027532881396e-4,0.00260043187625394,1479.17478074476,1.00190727379317,-1.08935908157941,0.00513322984090641,0.151449734921108,-1.38283358740873,-1.19032924870813,-1.0869772284145,-0.988705420614099,-0.783854544742636,870.473620608297,1.00416410368364
 2022-07-28, 2022-07-28 04:26:58,-7.96082118414301e-5,2.11185166032217e-5,0.00131611909007247,-0.00273603375400153,-9.0487290557028e-4,-6.55124935526885e-5,7.4942630899599e-4,0.00250909581484122,3883.85992435614,0.999793457566806,-0.272161578274477,0.00576193110351267,0.154872640032829,-0.567386758013602,-0.376311915779596,-0.272146951684442,-0.167334185831085,0.040938004278313,722.459125588358,1.00705206665583
 2022-07-28, 2022-07-28 04:41:58,-3.70201481188244e-5,3.15127259887002e-5,0.0013686088896498,-0.00274671959649804,-8.7943606037477e-4,-3.27675712057385e-5,8.3782062204296e-4,0.00252151842903867,1886.19577110122,1.00079379534298,0.0359515454863477,0.0046017901530171,0.145885984417204,-0.251508941154755,-0.0613888253210697,0.0342479913845764,0.131462811711554,0.327046178783366,1005.01725848852,1.00321649885758
 2022-07-28, 2022-07-28 04:56:58,1.0166622658892e-4,2.28246435599363e-5,0.00130190333492301,-0.00244240483055456,-6.992320692869e-4,7.6936847158926e-5,9.187090298659e-4,0.00267181749756635,3253.48995885609,0.999819045490262,-1.27639916473068,0.00447296002420788,0.140282072499234,-1.55402222159407,-1.36988412460851,-1.2740929681753,-1.17810390800289,-1.00146951703085,983.590472367616,1.00607393544549
 2022-07-28, 2022-07-28 05:11:58,-8.45950596454665e-5,2.0269874447904e-5,0.00132095107478994,-0.00281810676048817,-9.0054655485394e-4,-5.06331389331649e-5,7.3901159705114e-4,0.00259109794552672,4246.89328039717,1.00063347797008,0.00222933909336186,0.00389607215400808,0.13355542672126,-0.260000873566042,-0.0890882755056732,6.5693762204255e-4,0.0939123660527597,0.265357207913284,1175.08449538083,1.0032888989882
 2022-07-28, 2022-07-28 05:26:58,-4.17235064836783e-5,1.96349205798592e-5,0.00132818403975971,-0.00258477658616139,-8.999790029871e-4,-3.54673936202587e-5,7.984534564418e-4,0.00260019901255713,4575.70709837326,1.00014773450044,-0.0563072213260724,0.00307616485621047,0.130803001614659,-0.311910082110906,-0.146116204147587,-0.0538894723163073,0.0318475848723392,0.195080246060948,1808.07402773974,1.00317939820937
 2022-07-28, 2022-07-28 05:41:58,1.76732819523493e-5,2.07744596308732e-5,0.00131699060404342,-0.00255259598832622,-8.0000459292239e-4,2.18202226465181e-5,8.145571363638e-4,0.00274585531552392,4018.8877932907,1.00079397979325,-0.558958314931782,0.00250473148377432,0.12670213795924,-0.800997651376116,-0.641532765452593,-0.560519242706234,-0.474576464359679,-0.304704482225263,2558.8541749572,1.00195159490904
 2022-07-28, 2022-07-28 05:56:58,-6.93310178728823e-5,2.14130102461347e-5,0.00131670790185591,-0.00276997049881729,-8.7797790237287e-4,-5.38163955727811e-5,7.5413959679382e-4,0.00259643990602747,3781.14588840287,1.00065060019179,0.378985934969491,0.00242401732355499,0.123294583134065,0.133088298175735,0.295509993547887,0.382084498745468,0.463623974052824,0.618488724519957,2587.11988871113,1.00113112813842
 2022-07-28, 2022-07-28 06:11:58,5.35626180601887e-5,1.93228654700889e-5,0.00128115919924538,-0.00255574439506079,-7.2713984515893e-4,7.83657085685618e-5,8.5515429625093e-4,0.00253094359136119,4396.05521136536,1.00072832538129,-0.203438046182758,0.0019606346461734,0.119387034924149,-0.439290001692363,-0.283320020426095,-0.203835806822753,-0.121380843002876,0.0274156571004094,3707.84001508782,1.00091894836967
 2022-07-28, 2022-07-28 06:26:58,6.37228650271964e-5,3.0437624478895502e-005,0.0013449372035,-0.00266632756636742,-8.0149384667782e-4,4.78801907100035e-5,9.4441329346395e-4,0.00275860300700628,1952.4616171612,1.00019059716551,-0.523790822872144,0.00228316489501254,0.119299402150325,-0.76237835250557,-0.601397596738746,-0.523809728451673,-0.445365479567097,-0.298721785226616,2730.24724770063,1.00158036104885
 2022-07-28, 2022-07-28 06:41:58,-4.24438043571507e-5,2.22108600558921e-5,0.00129488505524339,-0.00269125936703243,-8.6784400876416e-4,-8.46108208385488e-6,7.9341318105052e-4,0.00251933409814327,3398.84755110712,1.00103059611391,0.113776782992432,0.00209022415021598,0.121938861236988,-0.121459372540811,0.0335588498870925,0.114702295431688,0.197124218324596,0.351554748150836,3403.28678518467,0.999903130083506
 2022-07-28, 2022-07-28 06:56:58,1.07994099822268e-5,2.03054953617562e-5,0.00131291639736191,-0.00246586779966189,-8.4978605623664e-4,6.91267621544256e-6,8.3159919261977e-4,0.00267378423350109,4180.68038912307,1.00046859721379,0.164614191489161,0.00251372023742329,0.123656786165019,-0.0765503962263778,0.0817438127478436,0.165221099547303,0.246663152055953,0.405868960798668,2419.92567233647,1.00141424609924
