"","date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
"1",NA,NA,1,0.011480831610336,0.000135994542226341,0.00102051814442542,0.00946820755537705,0.0108495339387518,0.0114040065437928,0.0122082966607431,0.0135192215347829,56.3116823599407,1.11963924411103,1.49133997141758,0.00460252121565119,0.0333266519034052,1.42425414194993,1.46695977277567,1.49404818275922,1.51539026406113,1.55467212412994,52.431438419082,1.09490783310346,20487.5063627498,35.1421883830813,226.794593029571,20080.3170961729,20308.1021140185,20477.2653686382,20670.8332863973,20947.5490981516,41.6493077876753,1.14997263754999
