"date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
NA,NA,1,0.00118751374463892,0.00029264931787205,0.000511556464490121,0.000567727780937034,0.000764019034797355,0.00108649604632079,0.0015581560915031,0.00242796628050352,3.05556918808487,2.23869022879708,2.06636275620177,0.00145049686812386,0.0268258295142856,2.01552384466483,2.04718076178641,2.0663732354795,2.08588163992641,2.11716865546781,342.036717230178,1.00451464658445,26972.5041178294,726.668613774956,1256.49156841274,24495.7894532898,25863.9487851358,26992.9295100333,28062.7854640511,28972.3438700523,2.98982901435821,2.39488569407397
