"Parent_ID","Site_ID","daysofdata","ERdailymeanmean_gO2/m2day","GPPdailymeanmean_gO2/m2day","K600dailymeanmean_m/day","mean_depth_m","ERdailymeanmean_gO2/m3day","GPPdailymeanmean_gO2/m3day","K600vsERrsq","K600vsERp"
"SSS001","S63","32","0.0225963671674195","0.222895907491739","8.66378976119799","0.244384246718066","0.0924624539874199","0.912071504137836","0.0863725547055206","0.102543787023143"
"SSS002","S30R","32","-4.48881899291828","5.14326458171654","21.2145274316061","0.261014390137237","-17.1975920199577","19.7049081432342","0.353835307641524","0.000329910706692074"
"SSS003","S31","32","-1.68307349090629","1.33173878410993","26.7852884859349","0.294397902490792","-5.71700231783729","4.52360146876923","0.043662455420406","0.251080732874488"
"SSS004","S55N","20","-0.76097608740318","1.44967894620979","27.5580236587806","0.132170581272195","-5.75753000462342","10.9682421932025","0.0281058162133561","0.479881275333994"
"SSS005","S57","32","-6.08819826345141","13.0734353458154","9.34509581541014","1.68454571915672","-3.61414842839596","7.76080767481927","0.485861268088527","9.31791687520538e-06"
"SSS006","S56N","32","-3.85919003435685","4.23935831421976","23.3876520910947","0.258600671976108","-14.9233565592336","16.3934543627614","0.431709223472831","4.40879914810224e-05"
"SSS007","S53","32","0.641812316006258","1.54350276743438","98.2219262725087","0.217222986493247","2.95462430734149","7.10561433829825","0.188477611654172","0.013040724879216"
"SSS008","S52","32","-2.1497575581156","0.619638303410813","22.3340649365728","0.231342113515209","-9.29254741149527","2.67845008414379","0.00121024349106414","0.850076243456655"
"SSS009","S45","32","-2.89157698439365","1.09298555716708","77.088554596614","0.360221660468809","-8.02721574441253","3.03420276211213","0.723356529078626","7.14229692778518e-10"
"SSS010","S10","32","0.211541069855764","-0.0729948689003031","13.1805698643798","0.281500830909846","0.75147582752078","-0.259306051297875","0.0393228744495945","0.276606963308602"
"SSS011","S04","32","-1.29979335071994","2.15082953892666","106.85150440272","0.204405258894635","-6.35890366886276","10.5223786831989","0.97437484562925","1.97260015095572e-25"
"SSS012","S50P","32","-2.6705339273745","4.54102310205658","30.8677364831935","0.517975710185917","-5.15571266153767","8.76686495671133","0.23657944297383","0.00476223629240075"
