"Parent_ID","Site_ID","daysofdata","ERdailymeanmean_gO2/m2day","GPPdailymeanmean_gO2/m2day","K600dailymeanmean_m/day","mean_depth_m","ERdailymeanmean_gO2/m3day","GPPdailymeanmean_gO2/m3day","K600vsERrsq","K600vsERp"
"SSS013","T07","32","-5.6117418698434","8.03055256876929","4.29348830235886","0.493496474491912","-11.3713920157607","16.2727658329014","0.00621925728431751","0.667899457193064"
"SSS014","T02","32","-19.9560294146038","22.4287508835762","2.93477345957393","2.11836852606202","-9.42047106964031","10.5877474139359","0.15692585905758","0.0248028765359914"
"SSS015","T03","32","-11.4664342704156","12.3530327962975","8.10980555772757","1.70962193211488","-6.70699998345894","7.22559331057263","0.51329945092989","3.99414289669926e-06"
"SSS016","T42","32","-0.946622853202013","5.27884073613842","24.260384436503","0.593766774159992","-1.59426713382744","8.89042796914066","0.0294165046319316","0.347936131622302"
"SSS017","S58","32","-5.31255422718146","13.1271566290028","27.230293043252","0.717293442554784","-7.40638895046877","18.3009572515369","0.556272003119515","9.62968006101221e-07"
"SSS018","S08","32","-9.36828668366843","1.36066945520891","20.608506192015","0.321005941832586","-29.1841535087667","4.23876719365692","0.164384861346913","0.0213263648759796"
"SSS019","S03","32","-0.878749651268127","0.30576487907752","31.46301957986","0.159483028067763","-5.50998850419843","1.91722519180915","0.11948800056859","0.0526454247202778"
"SSS020","T05P","32","-4.51607195198025","3.46610716989223","31.1972673580355","0.427211339883597","-10.5710488705912","8.11333138028743","0.844240713861767","1.20466380829812e-13"
"SSS021","S24","32","-2.43673362035899","2.42861559277893","26.9244811822198","0.430081131682962","-5.66575336803022","5.64687779553464","0.600212833709672","1.94716767126317e-07"
"SSS022","S15","30","-0.0425442714409614","0.101308179020043","27.835795822218","0.101010948297394","-0.421184754307063","1.00294255947162","0.016181887372817","0.502940154304676"
"SSS023","U20","32","-4.64240074825061","0.326475985944763","10.2416249085711","0.144961447088734","-32.0250717793186","2.25215733218308","0.170377463795757","0.0188822876452967"
"SSS024","W20","32","-4.20129609221482","4.11697341377883","24.7759843733063","0.148603515217301","-28.2718486576265","27.7044147156186","0.651020538300644","2.44315498419158e-08"
"SSS025","S34R","32","-18.1979196095426","17.7035532526194","4.09832108522166","0.759964823911415","-23.9457393776213","23.2952272205207","0.0113413160557217","0.561836591580271"
"SSS026","S36","32","-15.124955779327","16.4825407403475","4.25006704089632","0.561100812330764","-26.9558614903786","29.3753642449392","0.315397674695823","0.000824333284221927"
"SSS027","S32","32","-4.6778792445985","4.35608359133389","20.4863730792438","0.299061053421744","-15.6418871366765","14.5658672083617","0.403831087248065","9.3105032009625e-05"
"SSS028","S42","32","0.250511571772117","-0.300963611238766","0.261032413129636","0.14161603507673","1.76894919870045","-2.12520856890039","0.0623755102022735","0.168031896253532"
"SSS029","S41R","32","-3.79726794635627","1.77124403053785","22.305377501085","0.371833388953779","-10.2122834020919","4.76354217549308","0.0880908527093894","0.099030711057871"
"SSS030","S43","32","-4.8418705851355","5.86445941499264","10.1171752463943","0.321650875622098","-15.0531863958739","18.2323750981567","0.200622971847156","0.0101478847773983"
"SSS031","S47R","32","-2.48433475129196","2.76852767515559","34.272488757411","0.478006179153706","-5.19728585034275","5.79182403051185","0.573022622159386","5.33499392832876e-07"
"SSS032","C21","32","-0.892752397076056","0.214709534095155","15.7022236576525","0.283817969369445","-3.14551048004281","0.756504369938847","0.00720997973054184","0.644039653839537"
"SSS033","S48R","27","-12.2819548065143","13.42998526995","883.079168218927","0.278044171932678","-44.1726748708404","48.3016247979539","0.338306704597071","0.00146149501740502"
"SSS034","S18R","32","6.45652148743419","2.49212229463776","75.1947810809687","0.539747138896417","11.9621226721746","4.61720334401999","0.485891722198411","9.30938234434421e-06"
"SSS035","S17R","32","-3.50114509226191","1.44308792973942","30.1259714710817","0.426540625","-8.2082336055608","3.38323677783194","0.0993164688379349","0.0789377695352951"
"SSS036","W10","32","-1.38460301216968","0.52081020309114","15.9903874984158","0.144560103260191","-9.57804387893636","3.60272434333936","0.111032132059318","0.0623760634194368"
"SSS037","S39","32","-1.07701784596097","0.487099843659001","26.1635114333537","0.161940111507862","-6.65071695908204","3.00790112544385","0.000295290938304298","0.925628060752029"
"SSS038","S38","30","-1.91573193055451","-0.11777407430255","4.15298590448203","0.104902578437917","-18.2620099437143","-1.1226995185085","0.0686386235476749","0.161941626161605"
"SSS039","S37","32","-1.44948787650701","1.01596247671688","33.103247926879","0.194663261050876","-7.44612963269005","5.21907663126714","0.758062650993617","9.35873264549125e-11"
"SSS040","S54","32","0.29469957980122","3.15704276454665","49.9417176598614","0.485084830547334","0.607521738968219","6.50822818141824","0.0297110058875378","0.345497758685185"
"SSS041","S49R","32","-1.47201442097441","2.76927084840942","38.8136328471934","0.464742126312281","-3.16737893475424","5.95872569242544","0.0396060269877016","0.27484920407689"
"SSS042","S51","32","0.117854568676814","1.51589565339914","19.8850967844314","0.454348912251483","0.259392210477179","3.33641307929463","0.00601070332911322","0.67320337657029"
"SSS043","S11","32","-3.0105367166047","1.99294327961728","25.7659128643257","0.506528744279356","-5.9434666849713","3.93451171749919","0.603359046085826","1.72546654106536e-07"
"SSS044","S02","32","-0.826711371991871","1.90690111856652","20.0633531936275","0.564476128843705","-1.46456391997539","3.37817849352228","0.303822612977106","0.0010769094825884"
"SSS045","S01","32","0.109207650566568","1.62818515684345","36.3772712584056","0.335326790561704","0.32567529240248","4.85551767013928","0.0200057312330275","0.440010503053616"
"SSS046","S22RR","32","-4.57427710538987","3.62229678548544","28.3801290086396","0.27065745741587","-16.9006135986913","13.3833252557298","0.726279804141431","6.07897035987844e-10"
"SSS047","S23","29","-4.00778539929257","1.65168683788218","8.453705590801","1.09918076395528","-3.64615678395882","1.5026526045987","0.0797374203881474","0.137766613943873"
"SSS048","S29","32","-0.69337738566631","0.772584090062947","20.2872557282218","0.23025873221216","-3.011296809484","3.35528682296004","0.0254954287631198","0.382701422499263"
