err_obs_iid_sigma_mean,err_obs_iid_sigma_se_mean,err_obs_iid_sigma_sd,err_obs_iid_sigma_2point5pct,err_obs_iid_sigma_25pct,err_obs_iid_sigma_50pct,err_obs_iid_sigma_75pct,err_obs_iid_sigma_97point5pct,err_obs_iid_sigma_n_eff,err_obs_iid_sigma_Rhat,err_proc_iid_sigma_mean,err_proc_iid_sigma_se_mean,err_proc_iid_sigma_sd,err_proc_iid_sigma_2point5pct,err_proc_iid_sigma_25pct,err_proc_iid_sigma_50pct,err_proc_iid_sigma_75pct,err_proc_iid_sigma_97point5pct,err_proc_iid_sigma_n_eff,err_proc_iid_sigma_Rhat,lp___mean,lp___se_mean,lp___sd,lp___2point5pct,lp___25pct,lp___50pct,lp___75pct,lp___97point5pct,lp___n_eff,lp___Rhat
7.9377074482457e-4,1.3177616262033e-4,2.7096705052219e-4,4.5542331682615e-4,5.8987611804692e-4,7.2543091591843e-4,9.5802490550488e-4,0.00143230796657214,4.22823634524149,1.76497557458577,1.11289152427711,0.00104822558237902,0.0140940404717944,1.08632156238742,1.10392063806122,1.11108424377152,1.12201815012002,1.14308569976766,180.784636046872,1.02244092406165,30218.4481971027,490.195046248839,962.938957080334,28292.2803007269,29489.0045043265,30375.9780302965,30938.4372629931,31716.0971055108,3.85886582300083,1.90840984259883
