"date_index","time_index","index","err_obs_iid_sigma_mean","err_obs_iid_sigma_se_mean","err_obs_iid_sigma_sd","err_obs_iid_sigma_2.5pct","err_obs_iid_sigma_25pct","err_obs_iid_sigma_50pct","err_obs_iid_sigma_75pct","err_obs_iid_sigma_97.5pct","err_obs_iid_sigma_n_eff","err_obs_iid_sigma_Rhat","err_proc_iid_sigma_mean","err_proc_iid_sigma_se_mean","err_proc_iid_sigma_sd","err_proc_iid_sigma_2.5pct","err_proc_iid_sigma_25pct","err_proc_iid_sigma_50pct","err_proc_iid_sigma_75pct","err_proc_iid_sigma_97.5pct","err_proc_iid_sigma_n_eff","err_proc_iid_sigma_Rhat","lp___mean","lp___se_mean","lp___sd","lp___2.5pct","lp___25pct","lp___50pct","lp___75pct","lp___97.5pct","lp___n_eff","lp___Rhat"
NA,NA,1,0.00294939331473326,0.000280159132131147,0.000914629398327697,0.00177583011180914,0.00216732324480433,0.00275603593057489,0.00363138709145271,0.00490256369829414,10.6581234495671,1.52961559943935,3.40528709150273,0.00253815114367761,0.0487421812186176,3.31145528775942,3.37303911871644,3.40487127277659,3.43584554746896,3.50240275880978,368.786453254824,1.00786612440824,24374.8712184584,287.901124146513,919.534070741803,22690.3918098222,23598.5500990241,24436.0335822814,25173.6177652364,25779.1913639694,10.2011452083459,1.5814431136398
