"","date_index","time_index","index","K600_daily_predlog_mean","K600_daily_predlog_se_mean","K600_daily_predlog_sd","K600_daily_predlog_2.5pct","K600_daily_predlog_25pct","K600_daily_predlog_50pct","K600_daily_predlog_75pct","K600_daily_predlog_97.5pct","K600_daily_predlog_n_eff","K600_daily_predlog_Rhat","K600_daily_sdlog_mean","K600_daily_sdlog_se_mean","K600_daily_sdlog_sd","K600_daily_sdlog_2.5pct","K600_daily_sdlog_25pct","K600_daily_sdlog_50pct","K600_daily_sdlog_75pct","K600_daily_sdlog_97.5pct","K600_daily_sdlog_n_eff","K600_daily_sdlog_Rhat"
"1",NA,NA,1,4.23821056584833,0.00929925958572903,0.0577802748977311,4.11614193955496,4.20147566250205,4.23972134668608,4.27934022685293,4.34321666345031,38.6066808408976,1.11004983378802,0.191418427224207,0.00154593743618196,0.0131201217927644,0.166602923828849,0.182187339879731,0.191182284556258,0.200637722841542,0.215896206813758,72.0264325646873,1.06938796239641
