err_obs_iid_sigma_mean,err_obs_iid_sigma_se_mean,err_obs_iid_sigma_sd,err_obs_iid_sigma_2point5pct,err_obs_iid_sigma_25pct,err_obs_iid_sigma_50pct,err_obs_iid_sigma_75pct,err_obs_iid_sigma_97point5pct,err_obs_iid_sigma_n_eff,err_obs_iid_sigma_Rhat,err_proc_iid_sigma_mean,err_proc_iid_sigma_se_mean,err_proc_iid_sigma_sd,err_proc_iid_sigma_2point5pct,err_proc_iid_sigma_25pct,err_proc_iid_sigma_50pct,err_proc_iid_sigma_75pct,err_proc_iid_sigma_97point5pct,err_proc_iid_sigma_n_eff,err_proc_iid_sigma_Rhat,lp___mean,lp___se_mean,lp___sd,lp___2point5pct,lp___25pct,lp___50pct,lp___75pct,lp___97point5pct,lp___n_eff,lp___Rhat
0.0490621584051108,0.00109373392302611,0.00354584847025126,0.0413405886776787,0.0467444362640484,0.049042281543636,0.0516173680175237,0.055216995140337,10.5103451976803,1.27876109738758,28.1285037287167,0.116461825969161,0.630728215019793,27.1173706443351,27.6298971724038,28.0566995257985,28.5582686269238,29.4849819921586,29.3303555984228,1.11755348980077,12420.6775193059,46.833457811757,166.981922002214,12186.8799377281,12294.1731565918,12412.3540818702,12519.7999747352,12832.807299876,12.7123682071856,1.23652001978622
