err_obs_iid_sigma_mean,err_obs_iid_sigma_se_mean,err_obs_iid_sigma_sd,err_obs_iid_sigma_2point5pct,err_obs_iid_sigma_25pct,err_obs_iid_sigma_50pct,err_obs_iid_sigma_75pct,err_obs_iid_sigma_97point5pct,err_obs_iid_sigma_n_eff,err_obs_iid_sigma_Rhat,err_proc_iid_sigma_mean,err_proc_iid_sigma_se_mean,err_proc_iid_sigma_sd,err_proc_iid_sigma_2point5pct,err_proc_iid_sigma_25pct,err_proc_iid_sigma_50pct,err_proc_iid_sigma_75pct,err_proc_iid_sigma_97point5pct,err_proc_iid_sigma_n_eff,err_proc_iid_sigma_Rhat,lp___mean,lp___se_mean,lp___sd,lp___2point5pct,lp___25pct,lp___50pct,lp___75pct,lp___97point5pct,lp___n_eff,lp___Rhat
8.6796924467079e-4,1.9915724990659e-4,3.1934478959351e-4,2.4984153316476e-4,6.2479485901705e-4,9.8189978427548e-4,0.0011080774323843,0.00139478214386338,2.57115008318932,3.36935508290444,0.940010943210419,7.2896710870762e-4,0.0106363891682658,0.917138748106366,0.93521457844096,0.940120642543413,0.944430818559131,0.963540243872869,212.898485368477,1.04112103386523,31074.1038714622,886.676682565562,1397.0857155164,29370.3221839541,30151.8066857916,30399.078781767,31731.2043519828,34442.7316619316,2.48265017882953,4.33731558084191
