err_obs_iid_sigma_mean,err_obs_iid_sigma_se_mean,err_obs_iid_sigma_sd,err_obs_iid_sigma_2point5pct,err_obs_iid_sigma_25pct,err_obs_iid_sigma_50pct,err_obs_iid_sigma_75pct,err_obs_iid_sigma_97point5pct,err_obs_iid_sigma_n_eff,err_obs_iid_sigma_Rhat,err_proc_iid_sigma_mean,err_proc_iid_sigma_se_mean,err_proc_iid_sigma_sd,err_proc_iid_sigma_2point5pct,err_proc_iid_sigma_25pct,err_proc_iid_sigma_50pct,err_proc_iid_sigma_75pct,err_proc_iid_sigma_97point5pct,err_proc_iid_sigma_n_eff,err_proc_iid_sigma_Rhat,lp___mean,lp___se_mean,lp___sd,lp___2point5pct,lp___25pct,lp___50pct,lp___75pct,lp___97point5pct,lp___n_eff,lp___Rhat
0.0205276009452564,0.00173192754332753,0.0041688730795184,0.0125418165319589,0.0170379615217544,0.021242066861494,0.0234989329643194,0.028422575884481,5.79399223298566,1.85291607976982,45.3065531800067,0.236414627136986,0.738723931509694,43.9425130615775,44.6550485851028,45.3281972113759,45.8248019883596,46.7454774359027,9.76372751782492,1.20064723572093,14073.4020270368,240.557160984968,615.025706215032,13066.7748488109,13662.2650081549,13892.2157592901,14545.27174969,15405.1129154084,6.53657061717294,1.79370601888973
